,City Name,Date,Long,Lat,Temp,Humid,Wind,clouds,Country
38,Kibre Mengist,1614794596,38.9833,5.8833,67.73,37,1.79,34,ET
39,Raudeberg,1614794596,5.1352,61.9875,37.4,65,13.8,40,NO
40,Cabedelo,1614794597,-34.8339,-6.9811,86.0,66,16.11,40,BR
41,Lebu,1614794598,-73.65,-37.6167,65.89,61,17.74,5,CL
42,Nara,1614794454,135.8049,34.6851,39.0,59,2.55,84,JP
43,Atocha,1614794599,-66.2333,-20.9333,58.26,48,8.08,62,BO
44,Barrow,1614794430,-156.7887,71.2906,-16.6,69,10.36,1,US
45,Jamestown,1614794599,-79.2353,42.097,44.01,67,13.18,1,US
46,Baoro,1614794600,15.9667,5.6667,80.19,18,4.63,100,CF
47,Hobart,1614794553,147.3294,-42.8794,59.0,67,17.27,75,AU
48,Ndélé,1614794601,20.6473,8.4109,84.88,14,6.11,98,CF
49,Ossora,1614794601,163.0719,59.2353,4.23,83,2.21,100,RU
50,Nur-Sultan,1614794306,71.446,51.1801,24.8,93,29.08,90,KZ
51,Weligama,1614794602,80.4167,5.9667,76.01,74,11.88,3,LK
52,Saint George,1614794350,-113.5841,37.1041,60.01,23,6.98,1,US
53,New Norfolk,1614794602,147.0587,-42.7826,59.0,79,1.99,100,AU
54,Avarua,1614794603,-159.775,-21.2078,75.2,94,2.3,75,CK
55,Waingapu,1614794603,120.2641,-9.6567,77.68,80,6.89,98,ID
56,Springdale,1614794583,-94.1288,36.1867,62.6,33,10.36,1,US
57,Mataura,1614794603,168.8643,-46.1927,52.0,82,8.99,47,NZ
58,Nikolskoye,1614794604,30.7861,59.7035,36.0,87,11.18,90,RU
59,Aloleng,1614794604,119.7824,16.1307,78.57,74,9.93,0,PH
60,Flinders,1614794605,150.8552,-34.5833,63.0,79,1.01,95,AU
61,Phan Thiet,1614794605,108.1,10.9333,73.22,82,8.9,14,VN
62,Tiksi,1614794605,128.8694,71.6872,-17.36,99,9.53,100,RU
63,San Cristobal,1614794606,-72.225,7.7669,84.2,54,9.22,40,VE
64,Mar del Plata,1614794606,-57.5575,-38.0023,75.2,83,17.27,20,AR
65,Mahbūbābād,1614794607,80.0167,17.6167,72.54,53,6.69,0,IN
66,Leshukonskoye,1614794607,45.7622,64.8989,11.71,96,4.34,99,RU
67,Horsham,1614794607,-0.3272,51.064,46.99,100,4.61,75,GB
68,Inírida,1614794608,-67.9239,3.8653,89.76,55,1.25,48,CO
69,Aksu,1614794608,80.2644,41.1231,40.3,65,4.29,86,CN
70,Rabak,1614794609,32.74,13.1809,83.12,14,14.41,59,SD
71,Hofn,1614794610,-15.2082,64.2539,32.0,74,8.05,90,IS
72,Hokitika,1614794610,170.9667,-42.7167,54.64,85,5.64,44,NZ
73,Yellowknife,1614794611,-114.3525,62.456,-2.99,71,12.66,20,CA
74,Saskylakh,1614794611,114.0833,71.9167,-41.06,80,2.64,59,RU
75,Erenhot,1614794611,111.9767,43.6475,32.94,82,15.9,0,CN
76,Kirakira,1614794612,161.9205,-10.4544,78.94,85,11.83,100,SB
77,Mayo,1614794612,-76.5119,38.8876,55.0,24,4.61,1,US
78,San Quintín,1614794613,-115.95,30.4833,58.73,72,13.06,25,MX
79,Los Llanos de Aridane,1614794613,-17.9182,28.6585,68.0,64,8.05,75,ES
80,Lahaina,1614794409,-156.6825,20.8783,69.8,60,9.22,20,US
81,Ahipara,1614794614,173.1667,-35.1667,65.64,94,4.59,88,NZ
82,Sarangani,1614794614,125.4636,5.4033,82.27,71,13.8,100,PH
83,Hermanus,1614794615,19.2345,-34.4187,69.01,88,1.01,20,ZA
84,Turaif,1614794615,38.6637,31.6725,59.0,51,6.91,0,SA
85,Batagay,1614794615,134.6333,67.6333,-34.69,82,3.38,100,RU
86,Hilo,1614794409,-155.09,19.7297,66.2,88,3.44,90,US
87,Hīt,1614794616,42.8251,33.6416,67.23,30,14.52,0,IQ
88,Luocheng,1614794616,104.0286,29.3848,55.65,55,1.79,81,CN
89,Upington,1614794617,21.2561,-28.4478,89.6,20,2.3,20,ZA
90,Saint Paul Harbor,1614794617,-152.4072,57.79,33.8,60,17.27,90,US
91,Upernavik,1614794617,-56.1549,72.7868,13.12,96,10.63,100,GL
92,Svarstad,1614794618,9.9698,59.399,36.0,1,3.65,24,NO
93,Sobolevo,1614794618,31.8996,54.4299,32.27,84,12.46,8,RU
94,Guerrero Negro,1614794619,-114.0611,27.9769,66.65,41,10.0,2,MX
95,Catuday,1614794619,119.8062,16.2923,77.27,78,11.5,0,PH
96,Puerto Ayora,1614794404,-90.3518,-0.7393,84.2,79,10.36,20,EC
97,Arraial do Cabo,1614794620,-42.0278,-22.9661,86.0,58,19.57,20,BR
98,Chui,1614794620,-53.4616,-33.6971,77.7,78,15.57,81,UY
99,Chicama,1614794621,-79.1469,-7.8447,77.0,83,10.36,20,PE
100,Vaini,1614794621,-175.2,-21.2,77.0,94,5.75,75,TO
101,Fort Nelson,1614794621,-122.7002,58.8053,3.2,85,10.36,20,CA
102,Lodwar,1614794622,35.5973,3.1191,88.52,31,10.04,21,KE
103,Kiama,1614794623,150.8667,-34.6833,63.0,83,1.01,97,AU
104,Muros,1614794623,-9.0603,42.7762,61.0,67,0.92,35,ES
105,Port Pirie,1614794624,138.0167,-33.1833,60.8,72,9.22,40,AU
106,Manono,1614794624,27.4167,-7.3,70.16,96,1.99,100,CD
107,Narsaq,1614794625,-46.05,60.9167,44.6,31,35.68,75,GL
108,Vila do Maio,1614794625,-23.2167,15.1333,77.0,47,19.57,0,CV
109,Dikson,1614794626,80.5464,73.5069,-24.86,77,9.51,49,RU
110,Souillac,1614794626,57.5167,-20.5167,78.8,83,6.91,40,MU
111,Kununurra,1614794626,128.7333,-15.7667,80.6,78,4.61,100,AU
112,Arrondissement de Clermont,1614794627,2.4167,49.5,57.2,67,4.61,0,FR
113,Kudahuvadhoo,1614794628,72.8944,2.6708,82.22,71,14.83,1,MV
114,Mato Verde,1614794628,-42.8664,-15.3972,84.42,49,8.12,56,BR
115,Qasigiannguit,1614794629,-51.1922,68.8193,35.6,48,13.8,75,GL
116,Mahébourg,1614794629,57.7,-20.4081,78.8,83,6.91,40,MU
117,Bekhtery,1614794629,32.2927,46.251,37.4,65,8.95,0,UA
118,Naze,1614794630,129.4833,28.3667,57.92,73,13.69,70,JP
119,Airai,1614794630,125.4092,-8.9266,60.24,100,0.76,100,TL
120,Fortuna,1614794631,-124.1573,40.5982,52.0,93,4.03,90,US
121,Sambava,1614794631,50.1667,-14.2667,78.46,83,3.56,13,MG
122,Hasaki,1614794631,140.8333,35.7333,33.8,80,4.61,20,JP
123,Maun,1614794632,23.4167,-19.9833,78.8,57,2.3,20,BW
124,Nizhniy Odes,1614794632,54.856,63.6445,14.07,97,5.1,94,RU
125,Yumen,1614794633,97.2,40.2833,36.32,60,10.11,37,CN
126,Tivaouane,1614794633,-16.8129,14.9515,84.2,37,14.97,0,SN
127,Nyurba,1614794634,118.3319,63.2842,-26.16,85,6.55,99,RU
128,Saint-Joseph,1614794634,55.6167,-21.3667,78.8,83,10.36,0,RE
129,Porto-Novo,1614794634,2.6036,6.4965,87.8,74,14.97,20,BJ
130,Kaitangata,1614794635,169.8464,-46.2817,52.0,80,9.46,53,NZ
131,Meulaboh,1614794636,96.1285,4.1363,76.89,84,5.7,99,ID
132,Portland,1614794595,-122.6762,45.5234,46.0,87,3.44,75,US
133,Torbay,1614794637,-52.7314,47.6666,28.0,74,31.07,75,CA
134,Port Macquarie,1614794637,152.9167,-31.4333,64.0,97,1.01,79,AU
135,Butaritari,1614794638,172.7902,3.0707,81.1,82,16.22,3,KI
136,Tambacounda,1614794638,-13.7586,13.7539,105.8,29,4.61,0,SN
137,Niquelândia,1614794638,-48.4597,-14.4739,81.39,71,4.79,98,BR
138,Hervey Bay,1614794639,152.8535,-25.2986,75.99,74,3.0,16,AU
139,Constitución,1614794639,-72.4167,-35.3333,72.1,57,12.37,14,CL
140,Nsoko,1614794640,31.95,-27.0333,77.0,69,2.3,0,SZ
141,Mahon,1614794640,4.2658,39.8885,55.4,82,10.36,40,ES
142,Tuatapere,1614794640,167.6833,-46.1333,52.0,82,8.99,76,NZ
143,Cabo San Lucas,1614794502,-109.9124,22.8909,80.01,21,4.61,75,MX
144,São Filipe,1614794641,-24.4956,14.8961,74.05,64,10.65,37,CV
145,Rio Grande,1614794642,-52.0986,-32.035,82.4,42,11.5,75,BR
146,Trojes,1614794642,19.962,41.756,50.0,66,2.3,0,AL
147,Butajīra,1614794642,38.3667,8.1167,63.81,40,9.15,8,ET
148,Atuona,1614794575,-139.0333,-9.8,79.05,73,13.67,1,PF
149,Kāvali,1614794643,79.9833,14.9167,74.52,73,11.07,0,IN
150,Sitka,1614794644,-135.33,57.0531,37.4,81,3.44,75,US
151,Methóni,1614794644,21.7049,36.8197,55.99,66,8.55,0,GR
152,Quelimane,1614794644,36.8883,-17.8786,78.8,89,9.22,75,MZ
153,Aklavik,1614794645,-135.0107,68.2191,-23.8,69,4.61,100,CA
154,Uyo,1614794645,7.9266,5.0333,85.39,67,10.04,99,NG
155,Baiyin,1614794646,104.2081,36.5583,21.2,38,8.95,0,CN
156,Bilma,1614794646,12.9164,18.6853,74.34,9,8.25,0,NE
157,Rostovka,1614794647,71.8891,55.3842,19.99,97,13.2,100,RU
158,Bambous Virieux,1614794647,57.7575,-20.3428,78.8,83,6.91,40,MU
159,Havelock,1614794647,-76.9013,34.8791,54.0,61,4.0,100,US
160,Lensk,1614794647,114.9278,60.7253,-31.76,81,2.89,33,RU
161,Talnakh,1614794648,88.3972,69.4865,-24.18,70,9.57,9,RU
162,Delhi,1614794648,77.2167,28.6667,79.0,63,4.9,0,IN
163,Mount Gambier,1614794648,140.7667,-37.8333,55.4,71,5.75,90,AU
164,Kampong Chhnang,1614794648,104.55,12.1667,80.89,61,11.86,9,KH
165,San Patricio,1614794649,-97.5169,28.017,68.0,68,8.05,75,US
166,Saldanha,1614794649,17.9442,-33.0117,71.6,68,14.97,1,ZA
167,Bengkulu,1614794649,102.2655,-3.8004,77.38,80,3.98,99,ID
168,Volkhov,1614794650,32.3382,59.9258,33.01,89,11.27,100,RU
169,Longyearbyen,1614794650,15.6401,78.2186,10.4,56,4.61,20,SJ
170,Olafsvik,1614794650,-23.7142,64.8945,40.3,92,16.24,100,IS
171,Castro,1614794651,-50.0119,-24.7911,72.81,83,3.76,98,BR
172,Thompson,1614794651,-97.8558,55.7435,10.4,79,6.91,90,CA
173,Tessalit,1614794533,1.0114,20.1986,82.17,10,7.76,0,ML
174,La Asuncion,1614794652,-63.8628,11.0333,78.93,73,14.45,0,VE
175,Berlevåg,1614794652,29.0864,70.8578,28.4,80,9.22,40,NO
176,Ribeira Grande,1614794652,-28.7,38.5167,60.8,94,12.66,75,PT
177,Santa Maria da Boa Vista,1614794653,-39.8256,-8.8078,92.77,33,11.65,38,BR
178,Steinbach am Taunus,1614794653,8.5667,50.1667,55.99,66,3.44,0,DE
179,Jumla,1614794584,82.1838,29.2747,39.94,63,2.39,0,NP
180,Nuuk,1614794654,-51.7216,64.1835,44.01,49,2.3,20,GL
181,Bogoslovka,1614794654,44.8013,53.2084,21.45,90,9.84,99,RU
182,Taltal,1614794468,-70.4833,-25.4,71.17,67,6.91,35,CL
183,Nanortalik,1614794654,-45.2371,60.1432,38.41,74,19.01,83,GL
184,Korla,1614794655,86.1469,41.7597,38.14,71,3.11,65,CN
185,Inuvik,1614794655,-133.7218,68.3499,-23.8,69,4.61,100,CA
186,Rudnogorsk,1614794655,103.7519,57.2639,-28.88,86,2.01,73,RU
187,Iroquois Falls,1614794655,-80.6831,48.7669,17.6,79,9.22,90,CA
188,San Ramon,1614794639,-121.978,37.7799,57.0,54,2.93,1,US
189,San Jose,1614794176,-121.895,37.3394,59.0,66,10.36,90,US
190,Borås,1614794656,12.9401,57.721,34.0,93,6.91,90,SE
191,Suntar,1614794657,117.6319,62.1444,-34.53,96,4.63,60,RU
192,Khani,1614794657,42.9566,41.9563,41.0,93,12.66,90,GE
193,Husavik,1614794657,-17.3389,66.0449,32.0,80,10.98,75,IS
194,Delījān,1614794658,50.6838,33.9905,51.62,42,3.22,0,IR
195,Laguna,1614794658,-121.4238,38.421,54.0,50,3.44,1,US
196,Dunedin,1614794658,170.5036,-45.8742,53.01,81,4.0,68,NZ
197,Alta,1614794658,23.2717,69.9689,28.0,86,10.36,75,NO
198,Rosário Oeste,1614794658,-56.4275,-14.8361,81.95,85,7.78,60,BR
199,Chumikan,1614794659,135.315,54.7183,-1.84,92,2.53,100,RU
200,Manat,1614794659,126.0173,7.5327,78.8,69,4.61,75,PH
201,Mumford,1614794659,-0.759,5.2618,82.18,81,12.95,77,GH
202,Djenné,1614794660,-4.5533,13.9061,96.84,10,5.39,9,ML
203,High Level,1614794660,-117.136,58.5169,3.2,92,4.61,20,CA
204,College,1614794661,-147.8028,64.8569,-2.0,84,4.61,90,US
205,Tura,1614794661,90.2201,25.5198,65.71,26,2.84,0,IN
206,Vila,1614794662,-8.1588,42.0304,60.8,67,5.75,0,PT
207,Nizhniy Kuranakh,1614794662,125.4869,58.8353,-20.2,98,2.71,100,RU
208,Shitanjing,1614794663,106.3439,39.2342,35.6,63,3.49,0,CN
209,Leningradskiy,1614794663,178.4167,69.3833,-21.41,83,11.41,3,RU
210,Harper,1614794663,-7.7169,4.375,82.4,79,6.22,52,LR
211,Rincon,1614794664,-81.2354,32.296,52.0,82,12.66,90,US
212,Diapaga,1614794664,1.7889,12.0708,93.27,11,6.08,6,BF
213,Sibu,1614794664,111.8167,2.3,77.0,94,3.44,40,MY
214,Bako,1614794664,36.5667,5.7833,74.84,44,4.05,50,ET
215,Kieta,1614794665,155.6333,-6.2167,78.46,84,9.33,99,PG
216,Ust'-Kulom,1614794665,53.6902,61.6864,19.58,97,6.96,97,RU
217,Vrangel',1614794666,133.0839,42.7297,34.45,90,6.51,83,RU
218,La Ronge,1614794666,-105.2842,55.1001,23.0,74,1.14,32,CA
219,Laas,1614794666,10.7002,46.6166,46.99,65,1.86,0,IT
220,Vila Franca do Campo,1614794666,-25.4333,37.7167,59.0,82,17.27,40,PT
221,Broome,1614794667,-75.833,42.2506,42.01,52,11.5,90,US
222,Pryluky,1614794667,32.3876,50.5932,32.05,96,8.28,0,UA
223,Kapoeta,1614794668,33.5903,4.7717,89.53,21,13.13,89,SS
224,Noyabrsk,1614794668,75.4507,63.1994,11.53,93,17.52,100,RU
225,Krasnosel'kup,1614794669,82.4667,65.7,-0.81,91,21.0,100,RU
226,Jalingo,1614794473,11.3667,8.8833,89.38,12,3.8,100,NG
227,Saint-Philippe,1614794669,55.7679,-21.3585,78.8,83,10.36,0,RE
228,Along,1614794670,94.7667,28.1667,60.19,60,1.83,54,IN
229,Yashkul',1614794670,45.3435,46.1711,34.02,90,13.2,87,RU
230,Mamakan,1614794670,114.0028,57.8161,-21.01,95,3.06,100,RU
231,Homer,1614794671,-151.5483,59.6425,21.0,85,4.61,1,US
232,Rawson,1614794563,-65.1023,-43.3002,66.88,75,11.41,100,AR
233,Torrijos,1614794672,-4.2835,39.9819,60.01,67,2.3,20,ES
234,Ponta do Sol,1614794672,-17.1,32.6667,66.2,55,13.8,20,PT
235,Svilajnac,1614794672,21.1967,44.2337,50.0,43,2.3,0,RS
236,Dongsheng,1614794476,109.9776,39.8161,33.49,38,9.71,0,CN
237,Dawei,1614794673,98.2,14.0833,72.55,84,3.49,38,MM
238,Grindavik,1614794673,-22.4338,63.8424,39.2,93,26.46,90,IS
239,Razdolnaya,1614794673,39.5557,45.3799,37.0,75,8.95,20,RU
240,Cayenne,1614794673,-52.3333,4.9333,82.4,74,10.36,90,GF
241,San Andrés,1614794663,-81.7006,12.5847,86.0,62,12.66,20,CO
242,Jieshi,1614794674,115.8257,22.8134,66.0,71,13.35,70,CN
243,Waupun,1614794674,-88.7296,43.6333,46.4,70,3.44,1,US
244,Kotido,1614794675,34.1331,2.9806,79.81,31,12.75,14,UG
245,Oranjemund,1614794675,16.4333,-28.55,65.53,80,13.76,0,NA
246,Diamantino,1614794675,-56.4461,-14.4086,80.08,83,10.04,66,BR
247,Keïta,1614794676,5.7749,14.7551,95.0,7,9.22,0,NE
248,Paamiut,1614794676,-49.6678,61.994,41.41,66,9.64,69,GL
249,Krasnovishersk,1614794677,57.082,60.4078,20.66,97,5.88,100,RU
250,Gaoua,1614794677,-3.2508,10.2992,96.28,11,3.36,0,BF
251,Bintulu,1614794677,113.0333,3.1667,78.8,94,4.61,40,MY
252,Kamaishi,1614794677,141.8833,39.2667,32.83,91,5.12,71,JP
253,Mersing,1614794678,103.8405,2.4312,80.6,89,5.75,66,MY
254,Măxineni,1614794678,27.6333,45.4,48.2,59,5.99,0,RO
255,Areia Branca,1614794678,-37.1369,-4.9561,89.6,58,12.66,75,BR
256,Padang,1614794679,100.3543,-0.9492,75.2,94,4.54,40,ID
257,Bernalda,1614794679,16.692,40.4128,55.4,76,2.3,0,IT
258,Hong Kong,1614794679,114.1577,22.2855,66.0,83,1.01,85,HK
259,Tual,1614794679,132.75,-5.6667,83.07,75,16.84,100,ID
260,Shetpe,1614794680,52.1167,44.1667,37.06,83,11.52,83,KZ
261,Esperance,1614794680,121.9,-33.8667,64.4,82,12.66,100,AU
262,Semnan,1614794630,53.3971,35.5729,50.18,46,4.14,0,IR
263,Tignère,1614794680,12.65,7.3667,75.72,17,5.17,69,CM
264,Hamilton,1614794585,-84.5333,39.1834,57.2,35,10.36,1,US
265,Port Alfred,1614794681,26.891,-33.5906,71.01,91,3.0,68,ZA
266,Ban Nahin,1614794681,104.2122,18.2418,69.12,81,4.18,16,LA
267,La Palma,1614794642,-118.0467,33.8464,55.99,94,10.36,75,US
268,Baruun-Urt,1614794530,113.2792,46.6806,19.9,93,4.32,96,MN
269,Tautira,1614794682,-149.15,-17.7333,82.4,78,2.3,40,PF
270,Dakar,1614794414,-17.4441,14.6937,73.4,60,13.8,0,SN
271,Alexander City,1614794682,-85.9539,32.944,64.0,44,6.6,1,US
272,Shingū,1614794682,135.9833,33.7333,49.57,80,5.61,94,JP
273,Bud,1614794683,-86.1758,39.447,57.2,38,8.05,1,US
274,Aykhal,1614794683,111.5,66.0,-35.7,97,3.29,0,RU
275,Kingsville,1614794683,-97.8561,27.5159,69.8,52,4.61,75,US
276,Chokurdakh,1614794683,147.9167,70.6333,-31.54,96,6.35,100,RU
277,Il’inskiy,1614794684,38.1182,55.619,35.6,64,11.18,0,RU
278,Ulladulla,1614794684,150.4667,-35.35,59.0,82,3.44,75,AU
279,Varkaus,1614794685,27.873,62.3153,30.2,86,12.66,0,FI
280,Praia da Vitória,1614794685,-27.0667,38.7333,62.6,67,7.63,40,PT
281,Huarmey,1614794685,-78.1522,-10.0681,78.98,68,10.92,86,PE
282,Bereda,1614794686,-7.5406,43.2686,55.99,66,1.01,62,ES
283,Russell,1614794406,-85.1999,32.3502,60.01,50,4.61,1,US
284,Beira,1614794686,34.8389,-19.8436,80.6,83,8.05,20,MZ
285,Copiapó,1614794418,-70.3333,-27.3667,71.6,64,10.36,75,CL
286,Aquiraz,1614794687,-38.3911,-3.9014,86.0,66,16.11,20,BR
287,Atambua,1614794687,124.8925,-9.1061,73.45,88,1.9,97,ID
288,Slănic-Moldova,1614794687,26.4333,46.2,43.0,70,2.3,0,RO
289,Bathsheba,1614794688,-59.5167,13.2167,84.2,54,20.71,40,BB
290,Mâncio Lima,1614794688,-72.8958,-7.6142,84.2,84,3.44,75,BR
291,Beyneu,1614794688,55.2,45.3167,37.94,80,12.59,60,KZ
292,Kholodnyy,1614794689,147.95,62.7167,-28.05,82,2.3,100,RU
293,Bushenyi,1614794689,30.2114,-0.5853,65.88,71,1.48,97,UG
294,Araouane,1614794690,-3.5265,18.9048,84.97,13,7.76,5,ML
295,Miandrivazo,1614794690,45.4667,-19.5167,79.72,83,2.13,98,MG
296,Tonj,1614794690,28.6822,7.2737,87.26,18,4.34,53,SS
297,George Town,1614794690,100.3354,5.4112,82.0,89,3.02,20,MY
298,Port Blair,1614794691,92.75,11.6667,79.9,70,6.15,0,IN
299,Lorengau,1614794691,147.2712,-2.0226,81.99,78,13.76,100,PG
300,Ledyard Center,1614794692,-72.0142,41.4398,48.0,49,14.97,1,US
301,Krasnyy Chikoy,1614794692,108.7512,50.3643,10.13,92,2.86,99,RU
302,Kavaratti,1614794693,72.642,10.5669,82.54,70,8.3,0,IN
303,Halifax,1614794596,-63.5724,44.6453,34.0,37,28.77,20,CA
304,Anadyr,1614794694,177.4833,64.75,-2.2,78,13.42,40,RU
305,Tiarei,1614794694,-149.3333,-17.5333,82.4,78,2.3,40,PF
306,Alyangula,1614794694,136.4192,-13.8483,84.2,75,11.68,99,AU
307,Pauini,1614794695,-66.9764,-7.7136,86.5,67,2.42,84,BR
308,Kaminskiy,1614794695,41.4732,57.1516,28.63,98,11.99,100,RU
309,Cherskiy,1614794696,161.3,68.75,-20.83,84,6.89,76,RU
310,Gabú,1614794696,-14.2167,12.2833,104.81,10,2.28,19,GW
311,Kenai,1614794696,-151.2583,60.5544,7.0,84,3.44,20,US
312,Aden,1614794582,45.0367,12.7794,77.38,76,14.63,0,YE
313,Cidreira,1614794599,-50.2056,-30.1811,81.14,71,7.49,94,BR
314,Scarborough,1614794466,-0.4044,54.2797,39.0,89,1.01,100,GB
315,Khanbari,1614794698,87.2039,27.3747,55.36,36,3.27,0,NP
316,Lagoa,1614794698,-27.9833,39.05,59.02,84,15.7,43,PT
317,Mahibadhoo,1614794699,72.9667,3.7833,82.13,71,13.65,0,MV
318,Itarema,1614794699,-39.9167,-2.9248,84.63,68,14.61,89,BR
319,Maşyāf,1614794699,36.3406,35.0653,53.6,94,4.61,75,SY
320,Tarko-Sale,1614794700,77.785,64.9225,5.23,94,20.4,100,RU
321,Norden,1614794700,7.2,53.6,37.0,90,5.99,0,DE
322,Hare Bay,1614794700,-54.0148,48.8499,28.4,64,3.44,81,CA
323,Sirari,1614794701,34.4333,-1.2333,69.78,64,3.58,96,TZ
324,Taoudenni,1614794701,-3.9836,22.6783,80.92,13,8.68,100,ML
325,Luangwa,1614794701,30.4167,-15.6167,72.84,82,0.85,0,ZM
326,Pueblo Nuevo,1614794701,-105.3833,23.3833,76.39,18,6.02,25,MX
327,Hūn,1614794702,15.9477,29.1268,63.05,34,13.11,0,LY
328,Yakeshi,1614794702,120.7333,49.2833,3.61,95,0.43,30,CN
329,Yar-Sale,1614794702,70.8333,66.8333,6.08,94,13.22,100,RU
330,Tikhvin,1614794703,33.5294,59.6451,32.0,92,5.01,100,RU
331,Mackay,1614794703,149.2,-21.15,77.0,83,8.05,40,AU
332,Kendari,1614794703,122.4989,-3.945,75.33,91,3.13,98,ID
333,Tabou,1614794703,-7.3528,4.423,82.11,80,7.16,44,CI
334,Dedza,1614794704,34.3332,-14.3779,59.63,100,3.91,30,MW
335,Karagay,1614794704,54.9368,58.2667,14.7,96,5.95,94,RU
336,Dingle,1614794704,122.6711,10.9995,74.86,91,6.17,31,PH
337,Pisco,1614794704,-76.2167,-13.7,84.0,69,11.5,0,PE
338,Honiara,1614794705,159.95,-9.4333,76.91,94,4.7,100,SB
339,Bonavista,1614794705,-53.1147,48.6499,28.4,64,3.44,62,CA
340,Mardin,1614794705,40.7436,37.3131,50.0,62,9.22,20,TR
341,Eldorado,1614794706,-54.2836,-23.7869,83.95,63,7.34,67,BR
342,Kavieng,1614794706,150.7967,-2.5744,82.69,73,11.72,99,PG
343,Maceió,1614794522,-35.7353,-9.6658,86.0,62,17.27,75,BR
344,Kapit,1614794707,112.9333,2.0167,74.28,95,1.19,98,MY
345,Norman Wells,1614794707,-126.8329,65.282,-16.6,76,1.03,75,CA
346,Black River,1614794708,-77.8487,18.0264,82.99,69,9.22,20,JM
347,Bālāghāt,1614794708,80.1833,21.8,71.15,20,4.47,0,IN
348,Gubkinskiy,1614794708,76.5026,64.434,7.25,94,20.18,100,RU
349,Matara,1614794708,80.5353,5.9485,76.23,74,11.54,2,LK
350,Suez,1614794709,32.5263,29.9737,57.56,53,15.21,55,EG
351,Ixtapa,1614794414,-105.2,20.7,73.4,68,8.05,1,MX
352,Marawi,1614794709,124.2928,7.9986,73.0,86,11.01,87,PH
353,East London,1614794710,27.9116,-33.0153,68.0,94,11.5,90,ZA
354,Kruisfontein,1614794710,24.7314,-34.0033,71.01,81,3.0,31,ZA
355,Nizhneudinsk,1614794462,99.0276,54.9076,-14.33,87,1.32,77,RU
356,Jacareacanga,1614794710,-57.7528,-6.2222,86.0,70,8.05,40,BR
357,Lüderitz,1614794711,15.1594,-26.6481,71.49,59,17.18,0,NA
358,Vittoria,1614794711,14.5332,36.9537,59.0,77,8.05,0,IT
